point,gentry_transect,meter,circumference,dbh,stem,family,genus,species,name,code
AZ051,AZGEN051,18.2,39,12.41,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ051,AZGEN051,19.8,28.8,9.17,1,Rutaceae,Zanthoxylum,setulosum,Zanthoxylum setulosum,ZANTSE
AZ051,AZGEN051,20.7,66,21.01,1,Salicaceae,Casearia,laetioides,Casearia laetioides,ZUELGU
AZ051,AZGEN051,20.8,39,12.41,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ051,AZGEN051,21,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,23.3,41,13.05,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ051,AZGEN051,23.4,23.2,7.38,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ051,AZGEN051,26.2,4,1.27,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ051,AZGEN051,26.2,4,1.27,2,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ051,AZGEN051,28.1,16,5.09,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ051,AZGEN051,27.6,11,3.5,1,Meliaceae,Cedrela,odorata,Cedrela odorata,CEDROD
AZ051,AZGEN051,27.8,6,1.91,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ051,AZGEN051,31,15,4.77,1,Euphorbiaceae,Hura,crepitans,Hura crepitans,HURACR
AZ051,AZGEN051,28.4,32,10.19,1,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ051,AZGEN051,28.4,24,7.64,2,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ051,AZGEN051,28.4,23,7.32,3,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ051,AZGEN051,30,26,8.28,1,Meliaceae,Cedrela,odorata,Cedrela odorata,CEDROD
AZ051,AZGEN051,31.2,11,3.5,1,Bignoniaceae,Handroanthus,ochraceus,Handroanthus ochraceus,TAB1OC
AZ051,AZGEN051,39.6,22,7,1,Meliaceae,Cedrela,odorata,Cedrela odorata,CEDROD
AZ051,AZGEN051,39.6,15,4.77,2,Meliaceae,Cedrela,odorata,Cedrela odorata,CEDROD
AZ051,AZGEN051,39.6,15,4.77,3,Meliaceae,Cedrela,odorata,Cedrela odorata,CEDROD
AZ051,AZGEN051,41.2,89,28.33,1,Moraceae,Ficus,pertusa,Ficus pertusa,FICUPE
AZ051,AZGEN051,43.4,33.2,10.57,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ051,AZGEN051,45.6,43.2,13.75,1,Malvaceae,Pseudobombax,septenatum,Pseudobombax septenatum,PSE1SE
AZ051,AZGEN051,45.6,29,9.23,2,Malvaceae,Pseudobombax,septenatum,Pseudobombax septenatum,PSE1SE
AZ051,AZGEN051,44.5,22,7,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ051,AZGEN051,44.5,13,4.14,2,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ051,AZGEN051,49.6,36,11.46,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ051,AZGEN051,49.7,26,8.28,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ052,AZGEN052,1,20,6.37,1,Annonaceae,Annona,purpurea,Annona purpurea,ANNOPU
AZ052,AZGEN052,2.5,76,24.19,1,Fabaceae,Inga,laurina,Inga laurina,INGAFA
AZ052,AZGEN052,4,69,21.96,1,Malvaceae,Apeiba,tibourbou,Apeiba tibourbou,APEITI
AZ052,AZGEN052,10.8,7.2,2.29,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,9.7,30,9.55,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,11.2,13,4.14,1,Bignoniaceae,Mansoa,sp. 1,Mansoa sp. 1,
AZ052,AZGEN052,12.4,55,17.51,1,Fabaceae,Hymenaea,courbaril,Hymenaea courbaril,HYMECO
AZ052,AZGEN052,11.6,8,2.55,1,Bignoniaceae,Bignonia,aequinoctialis,Bignonia aequinoctialis,
AZ052,AZGEN052,12,7,2.23,1,Apocynaceae,Thevetia,ahouai,Thevetia ahouai,THEVAH
AZ052,AZGEN052,12.6,60,19.1,1,Fabaceae,Hymenaea,courbaril,Hymenaea courbaril,HYMECO
AZ052,AZGEN052,14.2,17,5.41,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ052,AZGEN052,14.3,33,10.5,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ052,AZGEN052,16,32,10.19,1,Annonaceae,Annona,purpurea,Annona purpurea,ANNOPU
AZ052,AZGEN052,18.7,27,8.59,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,20.6,27,8.59,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ052,AZGEN052,20.6,30.2,9.61,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,21.4,6.4,2.04,1,Bignoniaceae,Bignonia,aequinoctialis,Bignonia aequinoctialis,
AZ052,AZGEN052,24.6,10,3.18,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,26.4,148,47.11,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ052,AZGEN052,28.3,14,4.46,1,Apocynaceae,Tabernaemontana,grandiflora,Tabernaemontana grandiflora,STEMGR
AZ052,AZGEN052,30,22.8,7.26,1,Melastomataceae,Miconia,argentea,Miconia argentea,MICOAR
AZ052,AZGEN052,30.4,12.2,3.88,1,Fabaceae,Machaerium,isadelphum,Machaerium isadelphum,
AZ052,AZGEN052,30.4,10.3,3.28,2,Fabaceae,Machaerium,isadelphum,Machaerium isadelphum,
AZ052,AZGEN052,30.3,21,6.68,1,Melastomataceae,Miconia,argentea,Miconia argentea,MICOAR
AZ052,AZGEN052,30.4,42,13.37,1,Melastomataceae,Miconia,argentea,Miconia argentea,MICOAR
AZ052,AZGEN052,33.6,9,2.86,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,34,15,4.77,1,Chrysobalanaceae,Hirtella,racemosa,Hirtella racemosa,HIRTRA
AZ052,AZGEN052,35,24,7.64,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,37,24,7.64,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,36.6,24,7.64,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,36.2,39.8,12.67,1,Melastomataceae,Miconia,argentea,Miconia argentea,MICOAR
AZ052,AZGEN052,38.3,6,1.91,1,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ052,AZGEN052,38.3,7,2.23,2,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ052,AZGEN052,41.7,45.2,14.39,1,Boraginaceae,Cordia,panamensis,Cordia panamensis,CORDPA
AZ052,AZGEN052,40.3,14,4.46,1,Arecaceae,Bactris,major,Bactris major,BACTMA
AZ052,AZGEN052,45.6,9.2,2.93,1,Salicaceae,Casearia,guianensis,Casearia guianensis,CASEGU
AZ052,AZGEN052,46.2,9.6,3.06,1,Apocynaceae,Tabernaemontana,grandiflora,Tabernaemontana grandiflora,STEMGR
AZ052,AZGEN052,46.2,37,11.78,1,Annonaceae,Annona,purpurea,Annona purpurea,ANNOPU
AZ052,AZGEN052,47.3,9.3,2.96,1,Araliaceae,Didymopanax,morototoni,Didymopanax morototoni,SCH2MO
AZ052,AZGEN052,48,66,21.01,1,Araliaceae,Didymopanax,morototoni,Didymopanax morototoni,SCH2MO
AZ052,AZGEN052,48.6,20.3,6.46,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ052,AZGEN052,48.7,14.4,4.58,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ052,AZGEN052,49.2,9.4,2.99,1,Rubiaceae,Randia,armata,Randia armata,RANDAR
AZ052,AZGEN052,49.2,6.4,2.04,2,Rubiaceae,Randia,armata,Randia armata,RANDAR
AZ052,AZGEN052,49.2,4.8,1.53,3,Rubiaceae,Randia,armata,Randia armata,RANDAR
AZ052,AZGEN052,49.6,27.8,8.85,1,Lauraceae,Ocotea,puberula,Ocotea puberula,OCOTPU
AZ053,AZGEN053,1,126,40.11,1,Sapotaceae,Chrysophyllum,cainito,Chrysophyllum cainito,CHR2CA
AZ053,AZGEN053,2.4,53,16.87,1,Clusiaceae,Garcinia,intermedia,Garcinia intermedia,GAR2IN
AZ053,AZGEN053,3.9,79,25.15,1,Clusiaceae,Garcinia,intermedia,Garcinia intermedia,GAR2IN
AZ053,AZGEN053,7.2,16,5.09,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ053,AZGEN053,8.1,67,21.33,1,Clusiaceae,Garcinia,intermedia,Garcinia intermedia,GAR2IN
AZ053,AZGEN053,12.2,88,28.01,1,Fabaceae,Copaifera,aromatica,Copaifera aromatica,COPAAR
AZ053,AZGEN053,12.2,48.5,15.44,1,Clusiaceae,Garcinia,intermedia,Garcinia intermedia,GAR2IN
AZ053,AZGEN053,14.6,25,7.96,1,Moraceae,Brosimum,alicastrum,Brosimum alicastrum,BROSAL
AZ053,AZGEN053,15.6,18,5.73,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ053,AZGEN053,17.1,28,8.91,1,Lecythidaceae,Gustavia,superba,Gustavia superba,GUSTSU
AZ053,AZGEN053,19.1,20,6.37,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ053,AZGEN053,19.6,17,5.41,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ053,AZGEN053,20.7,18,5.73,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ053,AZGEN053,21.2,20,6.37,1,Fabaceae,Pseudalbizzia,adinocephala,Pseudalbizzia adinocephala,ALBIAD
AZ053,AZGEN053,22.3,60,19.1,1,Sapotaceae,Pouteria,campechiana,Pouteria campechiana,POUTCA
AZ053,AZGEN053,22.3,53,16.87,2,Sapotaceae,Pouteria,campechiana,Pouteria campechiana,POUTCA
AZ053,AZGEN053,22.3,33,10.5,3,Sapotaceae,Pouteria,campechiana,Pouteria campechiana,POUTCA
AZ053,AZGEN053,22.3,32,10.19,4,Sapotaceae,Pouteria,campechiana,Pouteria campechiana,POUTCA
AZ053,AZGEN053,22.3,7,2.23,5,Sapotaceae,Pouteria,campechiana,Pouteria campechiana,POUTCA
AZ053,AZGEN053,22.4,7,2.23,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ053,AZGEN053,23.2,30,9.55,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ053,AZGEN053,23.2,15,4.77,2,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ053,AZGEN053,23.9,6,1.91,1,Fabaceae,Ormosia,macrocalyx,Ormosia macrocalyx,ORMOMA
AZ053,AZGEN053,25.6,15,4.77,1,Desconocido,Morfo Ochnaceae,,unknown,
AZ053,AZGEN053,28.2,23,7.32,1,Lauraceae,Ocotea,puberula,Ocotea puberula,OCOTPU
AZ053,AZGEN053,27,25,7.96,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ053,AZGEN053,28.4,7,2.23,1,Rubiaceae,Calycophyllum,candidissimum,Calycophyllum candidissimum,CAL2CA
AZ053,AZGEN053,29.3,122,38.83,1,Bignoniaceae,Mansoa,sp. 1,Mansoa sp. 1,
AZ053,AZGEN053,31.2,12.8,4.07,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ053,AZGEN053,32,6,1.91,1,Fabaceae,Copaifera,aromatica,Copaifera aromatica,COPAAR
AZ053,AZGEN053,32.4,4.3,1.37,1,Lauraceae,Ocotea,puberula,Ocotea puberula,OCOTPU
AZ053,AZGEN053,33.6,7,2.23,1,Fabaceae,Copaifera,aromatica,Copaifera aromatica,COPAAR
AZ053,AZGEN053,34.7,50,15.92,1,Menispermaceae,Hyperbaena,tonduzii,Hyperbaena tonduzii,HYPETO
AZ053,AZGEN053,35.6,7,2.23,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ053,AZGEN053,35.7,165,52.52,1,Rubiaceae,Calycophyllum,candidissimum,Calycophyllum candidissimum,CAL2CA
AZ053,AZGEN053,37.2,5.4,1.72,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ053,AZGEN053,37.2,13.5,4.3,1,Apocynaceae,Tabernaemontana,grandiflora,Tabernaemontana grandiflora,STEMGR
AZ053,AZGEN053,39.3,15,4.77,1,Anacardiaceae,Astronium,graveolens,Astronium graveolens,AST2GR
AZ053,AZGEN053,40.6,91,28.97,1,Lauraceae,Ocotea,puberula,Ocotea puberula,OCOTPU
AZ053,AZGEN053,41.2,23,7.32,1,Rubiaceae,Randia,armata,Randia armata,RANDAR
AZ053,AZGEN053,41.2,19.8,6.3,2,Rubiaceae,Randia,armata,Randia armata,RANDAR
AZ053,AZGEN053,41.2,11,3.5,3,Rubiaceae,Randia,armata,Randia armata,RANDAR
AZ053,AZGEN053,41.2,5,1.59,4,Rubiaceae,Randia,armata,Randia armata,RANDAR
AZ053,AZGEN053,42.6,24,7.64,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ053,AZGEN053,45.1,40,12.73,1,Lecythidaceae,Gustavia,superba,Gustavia superba,GUSTSU
AZ053,AZGEN053,46.2,36,11.46,1,Rubiaceae,Calycophyllum,candidissimum,Calycophyllum candidissimum,CAL2CA
AZ053,AZGEN053,47.3,14,4.46,1,Rubiaceae,Randia,armata,Randia armata,RANDAR
AZ053,AZGEN053,48,7,2.23,1,Bignoniaceae,Mansoa,sp. 1,Mansoa sp. 1,
AZ053,AZGEN053,48.2,6,1.91,1,Rubiaceae,Posoqueria,latifolia,Posoqueria latifolia,POSOLA
